order_id,order_date,region,product,category,quantity,price,revenue
1987,2023-03-24 18:00:00,South,Tablet,Accessories,2,182,364
1988,2023-03-24 19:00:00,West,Laptop,Electronics,4,127,508
1989,2023-03-24 20:00:00,East,Phone,Electronics,2,365,730
1990,2023-03-24 21:00:00,North,Headphones,Electronics,2,382,764
1991,2023-03-24 22:00:00,West,Phone,Accessories,4,496,1984
1992,2023-03-24 23:00:00,East,Laptop,Accessories,3,862,2586
1993,2023-03-25 00:00:00,East,Phone,Electronics,3,799,2397
1994,2023-03-25 01:00:00,North,Laptop,Electronics,1,482,482
1995,2023-03-25 02:00:00,North,Headphones,Electronics,3,910,2730
1996,2023-03-25 03:00:00,North,Phone,Electronics,1,680,680
1997,2023-03-25 04:00:00,South,Phone,Electronics,1,418,418
1998,2023-03-25 05:00:00,North,Laptop,Electronics,3,937,2811
1999,2023-03-25 06:00:00,East,Laptop,Accessories,3,710,2130
2000,2023-03-25 07:00:00,North,Tablet,Electronics,4,292,1168
2001,2023-03-25 08:00:00,East,Laptop,Electronics,1,326,326
2002,2023-03-25 09:00:00,West,Laptop,Electronics,3,550,1650
2003,2023-03-25 10:00:00,South,Tablet,Accessories,3,281,843
2004,2023-03-25 11:00:00,West,Laptop,Electronics,4,426,1704
2005,2023-03-25 12:00:00,West,Laptop,Accessories,3,704,2112
2006,2023-03-25 13:00:00,East,Tablet,Electronics,2,754,1508
2007,2023-03-25 14:00:00,West,Headphones,Electronics,2,302,604
2008,2023-03-25 15:00:00,East,Headphones,Electronics,1,501,501
2009,2023-03-25 16:00:00,North,Laptop,Electronics,4,743,2972
2010,2023-03-25 17:00:00,North,Laptop,Electronics,3,571,1713
2011,2023-03-25 18:00:00,East,Tablet,Electronics,1,878,878
2012,2023-03-25 19:00:00,North,Tablet,Accessories,3,745,2235
2013,2023-03-25 20:00:00,South,Headphones,Electronics,2,989,1978
2014,2023-03-25 21:00:00,West,Phone,Electronics,3,278,834
2015,2023-03-25 22:00:00,South,Laptop,Electronics,3,797,2391
2016,2023-03-25 23:00:00,West,Phone,Accessories,3,117,351
2017,2023-03-26 00:00:00,North,Phone,Electronics,2,562,1124
2018,2023-03-26 01:00:00,South,Tablet,Accessories,2,934,1868
2019,2023-03-26 02:00:00,North,Laptop,Electronics,4,708,2832
2020,2023-03-26 03:00:00,West,Laptop,Electronics,2,645,1290
2021,2023-03-26 04:00:00,East,Tablet,Accessories,1,502,502
2022,2023-03-26 05:00:00,East,Phone,Accessories,3,492,1476
2023,2023-03-26 06:00:00,South,Tablet,Electronics,2,399,798
2024,2023-03-26 07:00:00,North,Headphones,Accessories,1,450,450
2025,2023-03-26 08:00:00,North,Laptop,Accessories,2,286,572
2026,2023-03-26 09:00:00,South,Headphones,Electronics,3,446,1338
2027,2023-03-26 10:00:00,East,Tablet,Electronics,1,722,722
2028,2023-03-26 11:00:00,West,Laptop,Electronics,2,508,1016
2029,2023-03-26 12:00:00,South,Headphones,Accessories,2,858,1716
2030,2023-03-26 13:00:00,West,Headphones,Electronics,1,170,170
2031,2023-03-26 14:00:00,East,Phone,Electronics,4,920,3680
2032,2023-03-26 15:00:00,North,Laptop,Accessories,1,426,426
2033,2023-03-26 16:00:00,East,Headphones,Accessories,1,311,311
2034,2023-03-26 17:00:00,South,Headphones,Electronics,1,408,408
2035,2023-03-26 18:00:00,North,Phone,Accessories,1,207,207
2036,2023-03-26 19:00:00,South,Headphones,Accessories,2,276,552
2037,2023-03-26 20:00:00,South,Headphones,Accessories,1,526,526
2038,2023-03-26 21:00:00,East,Headphones,Electronics,1,839,839
2039,2023-03-26 22:00:00,South,Phone,Electronics,3,630,1890
2040,2023-03-26 23:00:00,East,Headphones,Electronics,2,933,1866
2041,2023-03-27 00:00:00,North,Headphones,Accessories,3,517,1551
2042,2023-03-27 01:00:00,East,Laptop,Electronics,2,347,694
2043,2023-03-27 02:00:00,North,Laptop,Electronics,4,308,1232
2044,2023-03-27 03:00:00,East,Phone,Accessories,4,315,1260
2045,2023-03-27 04:00:00,West,Tablet,Accessories,2,812,1624
2046,2023-03-27 05:00:00,West,Laptop,Electronics,4,537,2148
2047,2023-03-27 06:00:00,South,Phone,Accessories,4,868,3472
2048,2023-03-27 07:00:00,East,Headphones,Electronics,2,717,1434
2049,2023-03-27 08:00:00,East,Headphones,Electronics,1,410,410
2050,2023-03-27 09:00:00,North,Phone,Electronics,3,882,2646
2051,2023-03-27 10:00:00,South,Headphones,Accessories,2,482,964
2052,2023-03-27 11:00:00,East,Headphones,Accessories,2,370,740
2053,2023-03-27 12:00:00,South,Tablet,Electronics,2,220,440
2054,2023-03-27 13:00:00,West,Headphones,Electronics,3,506,1518
2055,2023-03-27 14:00:00,East,Laptop,Electronics,2,344,688
2056,2023-03-27 15:00:00,East,Headphones,Electronics,3,165,495
2057,2023-03-27 16:00:00,South,Phone,Accessories,3,327,981
2058,2023-03-27 17:00:00,East,Tablet,Electronics,4,981,3924
2059,2023-03-27 18:00:00,South,Headphones,Electronics,1,236,236
2060,2023-03-27 19:00:00,East,Phone,Accessories,4,293,1172
2061,2023-03-27 20:00:00,North,Laptop,Electronics,2,805,1610
2062,2023-03-27 21:00:00,South,Headphones,Electronics,2,757,1514
2063,2023-03-27 22:00:00,East,Tablet,Electronics,3,756,2268
2064,2023-03-27 23:00:00,West,Headphones,Electronics,4,588,2352
2065,2023-03-28 00:00:00,East,Phone,Electronics,3,683,2049
2066,2023-03-28 01:00:00,West,Tablet,Accessories,4,453,1812
2067,2023-03-28 02:00:00,West,Headphones,Accessories,4,803,3212
2068,2023-03-28 03:00:00,North,Laptop,Accessories,4,655,2620
2069,2023-03-28 04:00:00,South,Tablet,Accessories,4,256,1024
2070,2023-03-28 05:00:00,East,Laptop,Electronics,4,575,2300
2071,2023-03-28 06:00:00,North,Phone,Accessories,1,115,115
2072,2023-03-28 07:00:00,East,Headphones,Accessories,2,177,354
2073,2023-03-28 08:00:00,West,Laptop,Accessories,4,151,604
2074,2023-03-28 09:00:00,South,Phone,Accessories,4,613,2452
2075,2023-03-28 10:00:00,East,Headphones,Accessories,3,603,1809
2076,2023-03-28 11:00:00,East,Phone,Accessories,2,843,1686
2077,2023-03-28 12:00:00,West,Laptop,Accessories,2,160,320
2078,2023-03-28 13:00:00,East,Phone,Accessories,2,231,462
2079,2023-03-28 14:00:00,East,Tablet,Electronics,4,481,1924
2080,2023-03-28 15:00:00,West,Headphones,Accessories,3,663,1989
2081,2023-03-28 16:00:00,North,Phone,Electronics,2,908,1816
2082,2023-03-28 17:00:00,West,Laptop,Accessories,3,791,2373
2083,2023-03-28 18:00:00,North,Headphones,Accessories,1,642,642
2084,2023-03-28 19:00:00,South,Tablet,Accessories,1,509,509
2085,2023-03-28 20:00:00,North,Headphones,Electronics,3,254,762
2086,2023-03-28 21:00:00,North,Tablet,Electronics,4,732,2928
2087,2023-03-28 22:00:00,South,Headphones,Accessories,2,150,300
2088,2023-03-28 23:00:00,North,Phone,Electronics,1,194,194
2089,2023-03-29 00:00:00,West,Phone,Accessories,1,787,787
2090,2023-03-29 01:00:00,North,Laptop,Electronics,3,622,1866
2091,2023-03-29 02:00:00,South,Tablet,Electronics,4,623,2492
2092,2023-03-29 03:00:00,West,Laptop,Electronics,3,454,1362
2093,2023-03-29 04:00:00,South,Phone,Accessories,3,144,432
2094,2023-03-29 05:00:00,South,Tablet,Electronics,3,901,2703
2095,2023-03-29 06:00:00,East,Laptop,Electronics,3,304,912
2096,2023-03-29 07:00:00,East,Laptop,Accessories,3,830,2490
2097,2023-03-29 08:00:00,South,Laptop,Electronics,4,939,3756
2098,2023-03-29 09:00:00,South,Laptop,Accessories,3,530,1590
2099,2023-03-29 10:00:00,South,Laptop,Accessories,4,355,1420
2100,2023-03-29 11:00:00,East,Tablet,Electronics,2,347,694
2101,2023-03-29 12:00:00,East,Laptop,Accessories,2,632,1264
2102,2023-03-29 13:00:00,North,Tablet,Electronics,2,140,280
2103,2023-03-29 14:00:00,North,Laptop,Electronics,2,558,1116
2104,2023-03-29 15:00:00,South,Phone,Accessories,1,889,889
2105,2023-03-29 16:00:00,West,Phone,Electronics,4,376,1504
2106,2023-03-29 17:00:00,West,Laptop,Electronics,2,294,588
2107,2023-03-29 18:00:00,East,Headphones,Accessories,1,170,170
2108,2023-03-29 19:00:00,East,Phone,Accessories,4,369,1476
2109,2023-03-29 20:00:00,East,Tablet,Electronics,1,434,434
2110,2023-03-29 21:00:00,South,Laptop,Accessories,1,684,684
2111,2023-03-29 22:00:00,West,Tablet,Accessories,3,407,1221
2112,2023-03-29 23:00:00,North,Headphones,Accessories,1,526,526
2113,2023-03-30 00:00:00,South,Laptop,Accessories,1,298,298
2114,2023-03-30 01:00:00,North,Phone,Electronics,4,175,700
2115,2023-03-30 02:00:00,North,Tablet,Electronics,1,886,886
2116,2023-03-30 03:00:00,South,Phone,Accessories,3,894,2682
2117,2023-03-30 04:00:00,North,Phone,Electronics,2,757,1514
2118,2023-03-30 05:00:00,West,Laptop,Accessories,2,624,1248
2119,2023-03-30 06:00:00,North,Tablet,Accessories,4,974,3896
2120,2023-03-30 07:00:00,West,Headphones,Electronics,4,740,2960
2121,2023-03-30 08:00:00,West,Phone,Electronics,1,329,329
2122,2023-03-30 09:00:00,West,Laptop,Electronics,4,184,736
2123,2023-03-30 10:00:00,East,Laptop,Electronics,1,261,261
2124,2023-03-30 11:00:00,North,Headphones,Accessories,4,496,1984
2125,2023-03-30 12:00:00,South,Laptop,Accessories,2,976,1952
2126,2023-03-30 13:00:00,South,Phone,Electronics,2,470,940
2127,2023-03-30 14:00:00,North,Laptop,Accessories,2,662,1324
2128,2023-03-30 15:00:00,East,Tablet,Electronics,2,314,628
2129,2023-03-30 16:00:00,East,Tablet,Electronics,1,100,100
2130,2023-03-30 17:00:00,West,Phone,Electronics,1,476,476
2131,2023-03-30 18:00:00,North,Tablet,Accessories,1,511,511
2132,2023-03-30 19:00:00,North,Headphones,Accessories,2,734,1468
2133,2023-03-30 20:00:00,South,Laptop,Electronics,3,899,2697
2134,2023-03-30 21:00:00,North,Phone,Electronics,2,299,598
2135,2023-03-30 22:00:00,East,Headphones,Electronics,2,282,564
2136,2023-03-30 23:00:00,North,Laptop,Electronics,3,509,1527
2137,2023-03-31 00:00:00,South,Headphones,Accessories,3,497,1491
2138,2023-03-31 01:00:00,West,Phone,Accessories,4,315,1260
2139,2023-03-31 02:00:00,South,Phone,Electronics,2,851,1702
2140,2023-03-31 03:00:00,South,Headphones,Electronics,3,448,1344
2141,2023-03-31 04:00:00,West,Laptop,Accessories,4,679,2716
2142,2023-03-31 05:00:00,South,Tablet,Electronics,3,930,2790
2143,2023-03-31 06:00:00,South,Tablet,Accessories,3,693,2079
2144,2023-03-31 07:00:00,North,Headphones,Accessories,4,753,3012
2145,2023-03-31 08:00:00,North,Phone,Electronics,2,140,280
2146,2023-03-31 09:00:00,West,Laptop,Accessories,4,850,3400
2147,2023-03-31 10:00:00,North,Laptop,Accessories,2,102,204
2148,2023-03-31 11:00:00,North,Phone,Accessories,3,193,579
2149,2023-03-31 12:00:00,South,Tablet,Accessories,4,158,632
2150,2023-03-31 13:00:00,East,Laptop,Electronics,1,839,839
2151,2023-03-31 14:00:00,North,Headphones,Accessories,3,506,1518
2152,2023-03-31 15:00:00,East,Tablet,Accessories,4,117,468
2153,2023-03-31 16:00:00,North,Headphones,Accessories,3,593,1779
2154,2023-03-31 17:00:00,North,Tablet,Electronics,4,850,3400
2155,2023-03-31 18:00:00,West,Phone,Electronics,2,971,1942
2156,2023-03-31 19:00:00,West,Headphones,Electronics,1,607,607
2157,2023-03-31 20:00:00,West,Headphones,Accessories,3,685,2055
2158,2023-03-31 21:00:00,East,Phone,Electronics,1,987,987
2159,2023-03-31 22:00:00,South,Headphones,Electronics,2,431,862
2160,2023-03-31 23:00:00,North,Tablet,Electronics,4,268,1072
2161,2023-04-01 00:00:00,North,Laptop,Accessories,1,875,875
2162,2023-04-01 01:00:00,North,Laptop,Electronics,4,771,3084
2163,2023-04-01 02:00:00,East,Phone,Electronics,2,948,1896
2164,2023-04-01 03:00:00,West,Tablet,Electronics,3,780,2340
2165,2023-04-01 04:00:00,South,Headphones,Accessories,2,305,610
2166,2023-04-01 05:00:00,East,Headphones,Accessories,1,968,968
2167,2023-04-01 06:00:00,West,Laptop,Electronics,1,620,620
2168,2023-04-01 07:00:00,East,Headphones,Electronics,1,604,604
2169,2023-04-01 08:00:00,South,Laptop,Electronics,4,445,1780
2170,2023-04-01 09:00:00,West,Phone,Accessories,3,403,1209
2171,2023-04-01 10:00:00,East,Headphones,Accessories,1,214,214
2172,2023-04-01 11:00:00,South,Tablet,Electronics,1,763,763
2173,2023-04-01 12:00:00,North,Headphones,Accessories,1,186,186
2174,2023-04-01 13:00:00,South,Laptop,Electronics,2,194,388
2175,2023-04-01 14:00:00,North,Phone,Accessories,1,842,842
2176,2023-04-01 15:00:00,East,Laptop,Electronics,2,527,1054
2177,2023-04-01 16:00:00,West,Headphones,Accessories,1,797,797
2178,2023-04-01 17:00:00,West,Laptop,Electronics,2,549,1098
2179,2023-04-01 18:00:00,East,Laptop,Accessories,4,725,2900
2180,2023-04-01 19:00:00,West,Phone,Electronics,4,885,3540
2181,2023-04-01 20:00:00,West,Tablet,Electronics,2,640,1280
2182,2023-04-01 21:00:00,North,Headphones,Electronics,3,814,2442
2183,2023-04-01 22:00:00,East,Phone,Electronics,3,101,303
2184,2023-04-01 23:00:00,South,Tablet,Accessories,2,177,354
2185,2023-04-02 00:00:00,North,Laptop,Electronics,4,423,1692
2186,2023-04-02 01:00:00,East,Tablet,Accessories,2,842,1684
2187,2023-04-02 02:00:00,North,Laptop,Accessories,3,197,591
2188,2023-04-02 03:00:00,South,Laptop,Electronics,2,728,1456
2189,2023-04-02 04:00:00,South,Phone,Electronics,4,209,836
2190,2023-04-02 05:00:00,East,Laptop,Electronics,3,778,2334
2191,2023-04-02 06:00:00,South,Phone,Electronics,3,556,1668
2192,2023-04-02 07:00:00,North,Tablet,Accessories,1,587,587
2193,2023-04-02 08:00:00,South,Tablet,Accessories,1,908,908
2194,2023-04-02 09:00:00,North,Laptop,Accessories,3,470,1410
2195,2023-04-02 10:00:00,North,Phone,Accessories,3,436,1308
2196,2023-04-02 11:00:00,South,Laptop,Electronics,2,989,1978
2197,2023-04-02 12:00:00,East,Phone,Accessories,4,698,2792
2198,2023-04-02 13:00:00,West,Phone,Electronics,3,121,363
2199,2023-04-02 14:00:00,South,Phone,Electronics,4,821,3284
2200,2023-04-02 15:00:00,North,Tablet,Accessories,3,404,1212
2201,2023-04-02 16:00:00,North,Phone,Accessories,4,371,1484
2202,2023-04-02 17:00:00,South,Tablet,Accessories,1,589,589
2203,2023-04-02 18:00:00,East,Phone,Accessories,3,935,2805
2204,2023-04-02 19:00:00,East,Tablet,Accessories,2,545,1090
2205,2023-04-02 20:00:00,North,Headphones,Accessories,4,377,1508
2206,2023-04-02 21:00:00,North,Tablet,Electronics,3,750,2250
2207,2023-04-02 22:00:00,East,Tablet,Electronics,1,952,952
2208,2023-04-02 23:00:00,West,Laptop,Electronics,1,476,476
2209,2023-04-03 00:00:00,South,Phone,Accessories,1,331,331
2210,2023-04-03 01:00:00,North,Headphones,Electronics,1,844,844
2211,2023-04-03 02:00:00,North,Laptop,Electronics,3,691,2073
2212,2023-04-03 03:00:00,East,Phone,Electronics,2,525,1050
2213,2023-04-03 04:00:00,South,Headphones,Electronics,4,154,616
2214,2023-04-03 05:00:00,East,Headphones,Electronics,2,902,1804
2215,2023-04-03 06:00:00,South,Headphones,Electronics,4,540,2160
2216,2023-04-03 07:00:00,South,Phone,Accessories,2,133,266
2217,2023-04-03 08:00:00,South,Headphones,Accessories,3,428,1284
2218,2023-04-03 09:00:00,North,Headphones,Accessories,3,944,2832
2219,2023-04-03 10:00:00,West,Laptop,Electronics,4,553,2212
2220,2023-04-03 11:00:00,East,Tablet,Accessories,3,487,1461
2221,2023-04-03 12:00:00,West,Phone,Accessories,4,863,3452
2222,2023-04-03 13:00:00,East,Tablet,Electronics,2,529,1058
2223,2023-04-03 14:00:00,South,Laptop,Accessories,3,575,1725
2224,2023-04-03 15:00:00,North,Tablet,Electronics,3,224,672
2225,2023-04-03 16:00:00,West,Headphones,Accessories,4,622,2488
2226,2023-04-03 17:00:00,North,Headphones,Electronics,4,581,2324
2227,2023-04-03 18:00:00,East,Phone,Electronics,4,416,1664
2228,2023-04-03 19:00:00,North,Phone,Accessories,4,221,884
2229,2023-04-03 20:00:00,North,Phone,Electronics,1,646,646
2230,2023-04-03 21:00:00,West,Laptop,Accessories,4,680,2720
2231,2023-04-03 22:00:00,South,Phone,Electronics,1,412,412
2232,2023-04-03 23:00:00,North,Laptop,Accessories,2,586,1172
2233,2023-04-04 00:00:00,South,Headphones,Accessories,4,750,3000
2234,2023-04-04 01:00:00,East,Tablet,Electronics,1,111,111
2235,2023-04-04 02:00:00,North,Headphones,Accessories,1,224,224
2236,2023-04-04 03:00:00,West,Headphones,Accessories,1,910,910
2237,2023-04-04 04:00:00,East,Headphones,Accessories,3,758,2274
2238,2023-04-04 05:00:00,East,Phone,Electronics,1,176,176
2239,2023-04-04 06:00:00,West,Phone,Electronics,4,679,2716
2240,2023-04-04 07:00:00,North,Phone,Accessories,4,817,3268
2241,2023-04-04 08:00:00,North,Tablet,Accessories,4,335,1340
2242,2023-04-04 09:00:00,East,Phone,Electronics,1,670,670
2243,2023-04-04 10:00:00,North,Laptop,Electronics,1,869,869
2244,2023-04-04 11:00:00,South,Headphones,Accessories,3,353,1059
2245,2023-04-04 12:00:00,West,Tablet,Electronics,2,505,1010
2246,2023-04-04 13:00:00,South,Tablet,Electronics,3,342,1026
2247,2023-04-04 14:00:00,North,Tablet,Accessories,4,560,2240
2248,2023-04-04 15:00:00,East,Tablet,Electronics,4,376,1504
2249,2023-04-04 16:00:00,West,Tablet,Electronics,4,568,2272
2250,2023-04-04 17:00:00,North,Laptop,Electronics,3,319,957
2251,2023-04-04 18:00:00,North,Headphones,Accessories,4,324,1296
2252,2023-04-04 19:00:00,East,Tablet,Electronics,4,200,800
2253,2023-04-04 20:00:00,East,Headphones,Accessories,4,953,3812
2254,2023-04-04 21:00:00,South,Phone,Electronics,1,733,733
2255,2023-04-04 22:00:00,West,Tablet,Electronics,2,829,1658
2256,2023-04-04 23:00:00,West,Tablet,Accessories,1,606,606
2257,2023-04-05 00:00:00,East,Headphones,Accessories,1,686,686
2258,2023-04-05 01:00:00,South,Tablet,Accessories,2,430,860
2259,2023-04-05 02:00:00,West,Tablet,Accessories,2,336,672
2260,2023-04-05 03:00:00,East,Tablet,Electronics,3,438,1314
2261,2023-04-05 04:00:00,North,Laptop,Accessories,2,851,1702
2262,2023-04-05 05:00:00,West,Laptop,Accessories,3,605,1815
2263,2023-04-05 06:00:00,South,Tablet,Accessories,3,264,792
2264,2023-04-05 07:00:00,South,Laptop,Electronics,1,945,945
2265,2023-04-05 08:00:00,South,Phone,Electronics,4,768,3072
2266,2023-04-05 09:00:00,North,Tablet,Accessories,1,822,822
2267,2023-04-05 10:00:00,West,Phone,Accessories,1,888,888
2268,2023-04-05 11:00:00,West,Headphones,Accessories,2,827,1654
2269,2023-04-05 12:00:00,North,Phone,Accessories,2,317,634
2270,2023-04-05 13:00:00,West,Headphones,Electronics,3,844,2532
2271,2023-04-05 14:00:00,North,Tablet,Accessories,3,475,1425
2272,2023-04-05 15:00:00,North,Headphones,Electronics,3,111,333
2273,2023-04-05 16:00:00,North,Headphones,Accessories,2,531,1062
2274,2023-04-05 17:00:00,South,Phone,Accessories,3,182,546
2275,2023-04-05 18:00:00,West,Phone,Electronics,3,530,1590
2276,2023-04-05 19:00:00,North,Phone,Accessories,2,724,1448
2277,2023-04-05 20:00:00,West,Tablet,Accessories,4,577,2308
2278,2023-04-05 21:00:00,South,Tablet,Accessories,1,882,882
2279,2023-04-05 22:00:00,North,Phone,Accessories,2,806,1612
2280,2023-04-05 23:00:00,East,Tablet,Electronics,3,468,1404
2281,2023-04-06 00:00:00,South,Tablet,Accessories,1,752,752
2282,2023-04-06 01:00:00,East,Headphones,Accessories,2,735,1470
2283,2023-04-06 02:00:00,West,Headphones,Electronics,1,240,240
2284,2023-04-06 03:00:00,West,Phone,Accessories,1,819,819
2285,2023-04-06 04:00:00,South,Tablet,Electronics,4,726,2904
2286,2023-04-06 05:00:00,West,Headphones,Accessories,3,817,2451
2287,2023-04-06 06:00:00,East,Laptop,Accessories,2,555,1110
2288,2023-04-06 07:00:00,North,Tablet,Accessories,3,601,1803
2289,2023-04-06 08:00:00,North,Laptop,Electronics,4,502,2008
2290,2023-04-06 09:00:00,North,Phone,Electronics,4,387,1548
2291,2023-04-06 10:00:00,South,Tablet,Accessories,2,454,908
2292,2023-04-06 11:00:00,West,Phone,Electronics,2,442,884
2293,2023-04-06 12:00:00,East,Phone,Accessories,4,248,992
2294,2023-04-06 13:00:00,West,Phone,Electronics,2,309,618
2295,2023-04-06 14:00:00,West,Phone,Accessories,1,211,211
2296,2023-04-06 15:00:00,West,Phone,Electronics,1,753,753
2297,2023-04-06 16:00:00,North,Tablet,Accessories,4,635,2540
2298,2023-04-06 17:00:00,East,Laptop,Electronics,3,148,444
2299,2023-04-06 18:00:00,East,Tablet,Electronics,2,899,1798
2300,2023-04-06 19:00:00,West,Tablet,Electronics,2,430,860
2301,2023-04-06 20:00:00,North,Tablet,Electronics,1,464,464
2302,2023-04-06 21:00:00,North,Headphones,Accessories,2,110,220
2303,2023-04-06 22:00:00,East,Headphones,Accessories,3,287,861
2304,2023-04-06 23:00:00,North,Tablet,Electronics,2,608,1216
2305,2023-04-07 00:00:00,North,Laptop,Accessories,2,679,1358
2306,2023-04-07 01:00:00,North,Tablet,Electronics,1,544,544
2307,2023-04-07 02:00:00,South,Phone,Accessories,2,189,378
2308,2023-04-07 03:00:00,West,Headphones,Electronics,4,721,2884
2309,2023-04-07 04:00:00,East,Headphones,Accessories,4,775,3100
2310,2023-04-07 05:00:00,East,Tablet,Accessories,3,547,1641
2311,2023-04-07 06:00:00,South,Tablet,Electronics,3,817,2451
2312,2023-04-07 07:00:00,West,Laptop,Electronics,3,131,393
2313,2023-04-07 08:00:00,East,Laptop,Electronics,3,426,1278
2314,2023-04-07 09:00:00,North,Phone,Electronics,1,173,173
2315,2023-04-07 10:00:00,East,Tablet,Electronics,2,350,700
2316,2023-04-07 11:00:00,North,Tablet,Accessories,1,549,549
2317,2023-04-07 12:00:00,South,Tablet,Electronics,3,454,1362
2318,2023-04-07 13:00:00,North,Headphones,Accessories,2,632,1264
2319,2023-04-07 14:00:00,East,Phone,Electronics,4,395,1580
2320,2023-04-07 15:00:00,East,Laptop,Accessories,1,397,397
2321,2023-04-07 16:00:00,East,Headphones,Accessories,2,427,854
2322,2023-04-07 17:00:00,South,Headphones,Electronics,4,401,1604
2323,2023-04-07 18:00:00,South,Headphones,Electronics,4,611,2444
2324,2023-04-07 19:00:00,West,Headphones,Accessories,3,437,1311
2325,2023-04-07 20:00:00,East,Phone,Accessories,4,684,2736
2326,2023-04-07 21:00:00,North,Tablet,Electronics,4,473,1892
2327,2023-04-07 22:00:00,South,Laptop,Accessories,3,652,1956
2328,2023-04-07 23:00:00,East,Laptop,Accessories,2,193,386
2329,2023-04-08 00:00:00,East,Headphones,Accessories,2,231,462
2330,2023-04-08 01:00:00,South,Headphones,Accessories,3,710,2130
2331,2023-04-08 02:00:00,West,Phone,Accessories,1,152,152
2332,2023-04-08 03:00:00,South,Headphones,Accessories,3,595,1785
2333,2023-04-08 04:00:00,South,Laptop,Electronics,2,328,656
2334,2023-04-08 05:00:00,North,Laptop,Electronics,1,739,739
2335,2023-04-08 06:00:00,North,Tablet,Electronics,3,311,933
2336,2023-04-08 07:00:00,West,Tablet,Electronics,2,896,1792
2337,2023-04-08 08:00:00,East,Laptop,Accessories,2,890,1780
2338,2023-04-08 09:00:00,South,Laptop,Electronics,2,603,1206
2339,2023-04-08 10:00:00,West,Phone,Accessories,4,594,2376
2340,2023-04-08 11:00:00,North,Phone,Accessories,4,952,3808
2341,2023-04-08 12:00:00,South,Laptop,Electronics,1,770,770
2342,2023-04-08 13:00:00,East,Headphones,Electronics,1,963,963
2343,2023-04-08 14:00:00,North,Tablet,Accessories,1,332,332
2344,2023-04-08 15:00:00,North,Laptop,Electronics,4,170,680
2345,2023-04-08 16:00:00,North,Headphones,Electronics,1,816,816
2346,2023-04-08 17:00:00,West,Laptop,Accessories,2,288,576
2347,2023-04-08 18:00:00,East,Tablet,Accessories,2,762,1524
2348,2023-04-08 19:00:00,South,Tablet,Accessories,1,107,107
2349,2023-04-08 20:00:00,West,Phone,Accessories,1,431,431
2350,2023-04-08 21:00:00,West,Phone,Accessories,4,711,2844
2351,2023-04-08 22:00:00,West,Phone,Accessories,2,115,230
2352,2023-04-08 23:00:00,North,Phone,Electronics,3,765,2295
2353,2023-04-09 00:00:00,East,Tablet,Electronics,3,768,2304
2354,2023-04-09 01:00:00,West,Headphones,Electronics,4,192,768
2355,2023-04-09 02:00:00,South,Headphones,Accessories,4,361,1444
2356,2023-04-09 03:00:00,East,Headphones,Accessories,4,648,2592
2357,2023-04-09 04:00:00,South,Laptop,Electronics,2,260,520
2358,2023-04-09 05:00:00,East,Phone,Electronics,1,450,450
2359,2023-04-09 06:00:00,South,Phone,Electronics,1,273,273
2360,2023-04-09 07:00:00,North,Tablet,Accessories,4,416,1664
2361,2023-04-09 08:00:00,West,Tablet,Electronics,2,117,234
2362,2023-04-09 09:00:00,South,Laptop,Electronics,3,585,1755
2363,2023-04-09 10:00:00,East,Laptop,Electronics,4,466,1864
2364,2023-04-09 11:00:00,West,Headphones,Accessories,2,450,900
2365,2023-04-09 12:00:00,West,Tablet,Electronics,4,627,2508
2366,2023-04-09 13:00:00,East,Phone,Electronics,2,971,1942
2367,2023-04-09 14:00:00,South,Headphones,Accessories,2,534,1068
2368,2023-04-09 15:00:00,North,Phone,Accessories,4,369,1476
2369,2023-04-09 16:00:00,North,Headphones,Accessories,1,970,970
2370,2023-04-09 17:00:00,South,Phone,Accessories,4,167,668
2371,2023-04-09 18:00:00,West,Laptop,Accessories,1,129,129
2372,2023-04-09 19:00:00,West,Headphones,Electronics,1,415,415
2373,2023-04-09 20:00:00,West,Phone,Electronics,3,920,2760
2374,2023-04-09 21:00:00,West,Phone,Accessories,2,836,1672
2375,2023-04-09 22:00:00,South,Tablet,Accessories,4,263,1052
2376,2023-04-09 23:00:00,West,Headphones,Accessories,2,419,838
2377,2023-04-10 00:00:00,East,Phone,Accessories,3,113,339
2378,2023-04-10 01:00:00,West,Tablet,Electronics,1,378,378
2379,2023-04-10 02:00:00,North,Phone,Electronics,4,531,2124
2380,2023-04-10 03:00:00,West,Headphones,Accessories,2,767,1534
2381,2023-04-10 04:00:00,South,Laptop,Accessories,3,733,2199
2382,2023-04-10 05:00:00,North,Headphones,Accessories,1,362,362
2383,2023-04-10 06:00:00,South,Headphones,Accessories,1,781,781
2384,2023-04-10 07:00:00,South,Phone,Electronics,2,621,1242
2385,2023-04-10 08:00:00,North,Phone,Accessories,1,271,271
2386,2023-04-10 09:00:00,South,Headphones,Accessories,3,457,1371
2387,2023-04-10 10:00:00,South,Tablet,Electronics,1,112,112
2388,2023-04-10 11:00:00,West,Tablet,Accessories,4,824,3296
2389,2023-04-10 12:00:00,East,Tablet,Electronics,4,772,3088
2390,2023-04-10 13:00:00,South,Phone,Accessories,2,331,662
2391,2023-04-10 14:00:00,South,Phone,Accessories,3,575,1725
2392,2023-04-10 15:00:00,South,Headphones,Electronics,1,570,570
2393,2023-04-10 16:00:00,West,Laptop,Accessories,1,259,259
